,MWE,Greek,GPT_aided,GPT_unaided
4851,βάζω στη μπάντα κάτι,Κάθε μήνα βάζει ένα ποσό από το μισθό του στη μπάντα για ώρα ανάγκης.,"""Every month, he sets aside a portion of his salary for emergencies.""
","""Every month he puts a portion of his salary into the band for emergency needs.""

"
4852,βάζω στη μπάντα κάτι,"Έβαλες παρά στην μπάντα και διέταξες κόσμο κάντε έτσι ρε μερμήγκια ασήμαντα, και σε πιάνει ένα κόψιμο και είσαι ρεζίλης στην λεκάνη του καμπινέ.","""You reserved money for the band and told people to just do it like insignificant ants, and then you get a cut and you are humiliated in the basin of the booth."" Please note that this translation might not fully express the original meaning because of the specific cultural and idiomatic expressions in Greek that do not have exact equivalents in English.
","""You sided with the band and ordered people, 'do it like this, insignificant ants', but then you got overwhelmed, ending up embarrassing yourself in the limelight."" 

This translation attempts to maintain the context and colloquial tone of the original text. However, the Greek text includes slang and phrases that don't directly translate to English or vary depending on context, so the translation may not be 100% accurate.

"
4853,βάζω στη μπάντα κάτι,"Στη μπάντα έβαλα κάποια χρήματα, για να τα δώσω στον αδερφό μου.","""I put aside some money to give to my brother.""
","""I put some money in the band to give it to my brother.""

"
4854,βάζω στη μπάντα κάποιον,Ο νέος διευθυντής έβαλε στη μπάντα όλους τους παλιούς για να προωθήσει τους δικούς του.,"""The new director marginalized all the old ones to promote his own.""
","""The new director put all the old members in the band to promote his own.""

"
4855,βάζω στη μπάντα κάποιον,"Τον έβαλαν εντελώς στη μπάντα, μην δίνοντάς του καμία σημασία.","""They completely marginalized him, paying him no attention.""
","""They completely put him in the band, without giving him any importance.""

"
4856,βάζω στη μπάντα κάποιον,"Στη μπάντα με έβαλαν, επειδή ήθελαν να με διώξουν από τη δουλειά.","""They put me on the sidelines because they wanted to drive me out of my job.""
","""They put me in the band because they wanted to fire me from my job.""

"
4857,βάζω στη μπάντα κάτι,Έβαλε στη μπάντα το παλιό πλυντήριο επειδή έγινε προβληματικό και αγόρασε άλλο.,"""He stopped using the old washing machine because it became problematic and bought another one.""
","""He put the old washing machine out because it became problematic and bought another one.""

"
4858,βάζω στη μπάντα κάτι,"Στη μπάντα έβαλα τα παλιά μου παπούτσια, γιατί πλέον δεν τα φοράω.","""I put my old shoes aside, because I don't wear them anymore.""
","""I put my old shoes in the band, because I don't wear them anymore.""

"
4859,βάζω στη μπάντα κάτι,"Έβαλα απόψε στη μπάντα όλα τα χαλασμένα παιχνίδια του παιδιού μου, για να τα πετάξω.","""I put all my child's broken toys aside tonight, in order to throw them away.""
","""I put all my child's broken toys in the trash tonight, to throw them away.""

"
4860,καμαρώνω σαν γύφτικο σκεπάρνι,Ο Τραμπ καμαρώνει σαν γύφτικο σκεπάρνι για τα φανταστικά μαλλιά του,"""Trump is as proud as Punch about his fantastic hair.""
","""Trump boasts like a gypsy shaggy dog about his fantastic hair""

"
4861,καμαρώνω σαν γύφτικο σκεπάρνι,Φορώντας τον καμάρωνε σαν γύφτικο σκεπάρνι ή σαν φανάρι κόκκινο κάποιου «σπιτιού» στη Μάρνη!,"""Wearing it, he was as proud as Punch, like a Romany barn or like the red light of a 'house' on Marni Street!""
","""Wearing it proudly like a gypsy's tent or like the red lantern of a ""house"" in Marni!""

"
4862,καμαρώνω σαν γύφτικο σκεπάρνι,Λετε ρε παιδια αυριο να παω κανα μισαωρο πιο νωρις μπας και καμαρωνω και εγω αυριο με 2-3 πουλια σαν γυφτικο σκεπαρνι…..,"""Guys, let me go half an hour earlier tomorrow, maybe I'll also be as proud as Punch tomorrow with 2-3 birds...""
","""Guys, how about if I go half an hour earlier tomorrow, maybe I will also be able to enjoy watching 2-3 birds like a gypsy blanket...""

"
4863,καμαρώνω σαν γύφτικο σκεπάρνι,και αλλοι θα τρωγανε την λεζα στην πρωτη γραμμη για να καμαρωνεις εσυ μετα σαν το γυφτικο σκεπαρνι.,"""And others would be eating dirt on the front line so that you could flaunt around afterward like the gypsy roof."" 

Please note that the specific Greek expressions used have cultural and nuanced interpretations, which might not convey exactly the same in a literal English translation.
","""And others would be in the front line, taking the brunt, so you can later strut around like a gypsy camouflage."" 

Note: This is a somewhat literal translation and the idiom and metaphor used may not translate perfectly in English. The phrase 'like a gypsy camouflage' is an idiomatic phrase in Greek which doesn't have a direct equivalent in English. This phrase usually refers to a boastful display, similar to peacock strutting.

"
4864,καμαρώνω σαν γύφτικο σκεπάρνι,Σαν γύφτικο σκεπάρνι καμαρώνει ο Αλέκσης δίπλα στον #Μπαρακ,"""Alexis is as proud as Punch, standing next to #Barack"".
","""Like a gypsy's broom, Alexis takes pride next to #Barack.""

"
4865,καμαρώνω σαν γύφτικο σκεπάρνι,"ΓΙΩΡΓΟΣ ΚΑΡΑΤΖΑΦΕΡΗΣ: Σαν γύφτικο σκεπάρνι καμάρωνε, ... που πέρασε στο ΜΕΓΚΑ και η θεαματικότητά τους κυριολεκτικά εκτοξεύθηκε","""George Karatzaferis: As proud as Punch,... that was broadcasted on MEGA and their viewership literally skyrocketed.""
","""GEORGE KARATZAFAERIS: Like a gypsy cover of pride, ... that passed on MEGA and their viewership literally skyrocketed.""

"
4866,είμαι στο απροχώρητο,"Η κατάσταση είναι στο απροχώρητο, το μέλλον είναι στα χέρια των εργαζομένων .","The situation is at rock bottom, the future is in the hands of the workers.
","The situation is at a standstill, the future is in the hands of the workers.

"
4867,είμαι στο απροχώρητο,Εαν φυσικα εισαι στο απροχωρητο και υποφερεις καλο θα ηταν να κοιταξεις να κανεις την επεμβαση.,"""If you are naturally at rock bottom and suffering, it would be good to consider having the intervention.""
","""If naturally you are at a standstill and suffering, it would be good to consider doing the intervention.""

"
4868,είμαι στο απροχώρητο,Το ξερω οτι ειναι εθιστικο και γι αυτο το παιρνω μονο σε τετοιες περιπωσεις οταν νοιωθω οτι ειμαι στο απροχωρητο.,"""I know it is addictive and that's why I only take it in such cases when I feel like I'm at rock bottom.""
","""I know it's addictive and that's why I only take it in such cases, when I feel I am at a deadlock.""

"
4869,είμαι στο απροχώρητο,"Ακόμα και όταν τα πράγματα ήταν στο απροχώρητο, η Holly δεν το έβαλε κάτω.","""Even when things were at rock bottom, Holly didn't give up.""
","Even when things were at a standstill, Holly didn't give up.

"
4870,είμαι στο απροχώρητο,Είναι η κατάσταση της Ελλάδας στο απροχώρητο,"""It is the situation of Greece at rock bottom.""
","""It is the situation of Greece at a standstill""

"
4871,είμαι στο απροχώρητο,"Στο απροχώρητο είναι και η σημερινή εικόνα που παρουσιάζεται έξω από τα υποκαταστήματα τραπεζών στο Βόλο, με το σκηνικό των τεράστιων ουρών αναμονής και την απογοήτευση των πολιτών να επαναλαμβάνεται.","""The situation is at a standstill, as is the current image that's being presented outside of the bank branches in Volos, with the scenery of massive waiting lines and the citizens' disappointment repeating itself.""
","""The current situation outside the bank branches in Volos, with the scene of huge waiting lines and the citizens' disappointment recurring, is in a stalemate.""

"
4872,κάτι έρχεται κεραμίδα σε κάποιον,"Κι αν πάλι σας ήρθε κεραμίδα το γεγονός ότι συνήθως σας παίρνουμε χαμπάρι καθώς ο δαίμονας του διαδικτύου φροντίζει να σας βγάζει σε περίοπτη θέση στη λίστα των viewers, λόγω της επιμονής σας και του γεγονότος ότι το username μας είναι πρώτο στο search bar σας, τότε ή φτιάξτε ένα ψεύτικο προφίλ για να αγναντεύετε όποιον θέλετε ανενόχλητοι, ή πατήστε το ρημάδι το follow να ξενοιάσετε, ή μάθετε επιτέλους πώς δουλεύουν οι αλγόριθμοι και κάνετε ό,τι σας φωτίσει ο θεός.","And if it floored you again that we usually notice you because the devil of the internet makes sure to put you in a prominent position on the viewers' list, due to your persistence and the fact that our username is the first in your search bar, then either create a fake profile to watch whoever you want undisturbed or press the bloody follow button and stop worrying, or finally learn how algorithms work and do whatever god enlightens you to do.
","""And if you're once again shocked by the fact that we usually notice you because the demon of the internet makes sure to put you in a prominent position on the viewers' list due to your persistence and the fact that our username is the first on your search bar, then either create a fake profile to observe whoever you want undisturbed, or press the damn follow button to stop worrying, or finally learn how algorithms work and do whatever God inspires you to do.""

"
4873,κάτι έρχεται κεραμίδα σε κάποιον,Απριλης 1989...μαγικος μηνας :). Δυστυχως πουλησα τον Spectrum μου για να τσονταρω ωστε να μην ερθει κεραμιδα η τιμη στον πατερα μου.,"""April 1989...a magical month :). Unfortunately, I sold my Spectrum in order to fork out so that the price wouldn't floor my father.""
","""April 1989... Magical month :). Unfortunately, I sold my Spectrum to chip in so the price wouldn't hit my father like a brick.""

"
4874,κάτι έρχεται κεραμίδα σε κάποιον,"Το πρόβλημα στις τιμές είναι ότι δεν ξέρεις πόσο κοστίζει αυτό που παίρνεις, και μερικές φορές μπορεί ο λογαριασμός να σου έρθει κεραμίδα.","The problem with prices is that you don't know how much what you're buying costs, and sometimes the bill can floor you.
","The problem with prices is that you don't know how much what you're getting costs, and sometimes the bill may come as a shock.

"
4875,κάτι έρχεται κεραμίδα σε κάποιον,Κεραμίδα μου ήρθαν τα όσα είπε η Τζούλια. Τι κεραμίδα.,"""Julia's words really floored me. What a shock.""
","""My mind is blown by what Julia said. What a mind-blow."" The phrase ""Κεραμίδα μου ήρθαν"" is a Greek slang which literally means, ""They came to my tile,"" and it is used to express surprise or disbelief.

"
4876,κάτι έρχεται κεραμίδα στο κεφάλι σε κάποιον,"Και τα αποτελέσματα μας ήρθαν κεραμίδα στο κεφάλι. Μεγάλος αριθμός σπερματοζωαρίων, πολύ χαμήλή κινητικότητα. Διάγνωση : Κιρσοκήλη","""And our results came as a blow to the head. High sperm count, very low mobility. Diagnosis: Varicocele.""
","""And our results hit us like a ton of bricks. High sperm count, very low mobility. Diagnosis: Varicocele.""

"
4877,κάτι έρχεται κεραμίδα στο κεφάλι σε κάποιον,"Εμάς, η περιβαλλοντική πολιτική μας έρχεται σαν κεραμίδα στο κεφάλι.","""Our environmental policy hits us like a ton of bricks.""
","""Us, our environmental policy comes like a brick to the head.""

"
4878,κάτι έρχεται κεραμίδα στο κεφάλι σε κάποιον,"Είναι γεγονός ότι η είδηση για το κλείσιμο της ΕΡΤ ήρθε σαν κεραμίδα στο κεφάλι όλων μας,","""It's a fact that the news about the shutdown of ERT hit us all like a ton of bricks,""
","""It is a fact that the news about the closure of ERT came as a bolt from the blue to all of us,""

"
4879,κάτι έρχεται κεραμίδα στο κεφάλι σε κάποιον,"Μετά όμως την Ιρανική Επανάσταση, η οποία ήρθε σαν κεραμίδα στο κεφάλι της Άγκυρας, έτρεμε το φυλοκάρδι των Τούρκων.","""After the Iranian Revolution, which hit Ankara like a brick, the Turks were trembling in fear.""
","""However, after the Iranian Revolution, which came like a blow to the head to Ankara, the heart of the Turks trembled.""

"
4880,έρχεται κεραμίδα στο κεφάλι κάποιου,"Όχι μόνο δεν υπάρχει στο (οικονομικό) πλάνο της, στον προϋπολογισμό της δηλαδή, ένα τέτοιο συμβόλαιο, αλλά η «κεραμίδα» που ήρθε στο κεφάλι των παραγόντων της ήταν αρκετή για να «παγώσουν» το σίριαλ.","""Not only does such a contract not exist in her (financial) plan, or her budget to be precise, but the 'brick' that hit the heads of her representatives was enough to 'freeze' the saga.""
","""Not only does she not have such a contract in her (economic) plan, in her budget that is, but the 'bombshell' that hit the heads of her representatives was enough to 'freeze' the serial.""

"
4881,έρχεται κεραμίδα στο κεφάλι κάποιου,"Όπως καταλαβαίνετε εκείνη τη στιγμή μου ήρθε μία κεραμίδα στο κεφάλι, αναρωτήθηκα στραβός είναι ο γιαλός ή στραβά αρμενίζουμε;","""As you can understand, at that moment I was floored, I wondered is the course crooked or are we navigating crookedly?""
","""As you can understand, at that moment I had a brick thrown at my head; I wondered if the sea was crooked or if we were sailing awry.""

"
4882,έρχεται κεραμίδα στο κεφάλι κάποιου,Και τότε μου ήρθε η πρώτη κεραμίδα στο κεφάλι.,"""And then, the first 'brick' hit me in the head."" This is a literal translation into English. For better understanding, considering the given context, the phrase can be metaphorically translated as, ""And then, I was floored for the first time"".
","""And then the first brick hit me in the head.""

"
4883,έρχεται κεραμίδα στο κεφάλι κάποιου,Κεραμίδα μου' ρθε στο κεφάλι! Η ιστορία επαναλαμβάνεται !,"""My tile has hit the head! History repeats itself!"" No English idiom or expression with a direct equivalent to the Greek expression is used, but if we follow your instruction for the translation, ""I am floored! History repeats itself!"" would be a possible translation.
","""My tile came on the head! History repeats itself!""

"
4884,έρχεται κεραμίδα στο κεφάλι κάποιου,Κεραμίδα στο κεφάλι μάς ήρθε! Αισθάνομαι σαν μαθητής που με έπιασαν να καπνίζω και με απέβαλε ο γυμνασιάρχης.,"""A brick fell on our head! I feel like a student who was caught smoking and was expelled by the headmaster.""
","""Trouble has befallen us! I feel like a student who got caught smoking and was expelled by the headmaster.""

"
4885,έρχεται κεραμίδα στο κεφάλι κάποιου,"Δεν ξέρω τι κεραμίδα ήρθε στο κεφάλι του ανθρώπου, αλλά ακολούθησαν μερικές στιγμές αμηχανίας και ξαφνικά φωτίστηκε.","""I don't know what floored him, but there were a few moments of awkwardness followed by sudden enlightenment.""
","""I don't know what got into the man's head, but there were a few moments of awkwardness and then suddenly he had a lightbulb moment.""

"
4886,είμαι μες στο κόλπο,Είμαστε ακόμη στο κόλπο,"The translation of the Greek text ""Είμαστε ακόμη στο κόλπο"" into English is ""We are still in the loop"".
","""We are still in the game""

"
4887,είμαι μες στο κόλπο,Φτιάξε και εσύ ένα site. Mπορείς …αν είσαι στο κόλπο!,"""Create your own site. You can... if you're in the loop!""
","""Create your own site. You can... if you are in the game!""

"
4888,είμαι μες στο κόλπο,Στο κόλπο ήταν και ο άστεγος που έγινε εκστρατεία για αυτόν και συγκεντρώθηκε το ποσό των 400.000$,"The homeless man who had a campaign run for him and raised $400,000 was also in on it.
","""The homeless man who had a campaign organized for him was also present, and the amount of $400,000 was raised.""

"
4889,είμαι μες στο κόλπο,Αλλά δεν είμαστε ΣΤΟ ΚΟΛΠΟ γιατί ΠΟΤΕ ΔΕΝ ΘΕΛΑΜΕ ΝΑ ΕΙΜΑΣΤΕ ΣΕ ΠΑΡΑΣΚΗΝΙΑΚΑ ΚΟΛΠΑ.,"""But we are not IN THE LOOP because we NEVER WANTED TO BE IN BEHIND-THE-SCENES MANEUVERS.""
","""But we are not IN THE GAME because WE NEVER WANTED TO BE IN BACKSTAGE TRICKS.""

"
4890,είμαι στο μάτι του κυκλώνα,H Kύπρος είναι ξανά στο μάτι του κυκλώνα,"""Cyprus is in the eye of the storm again.""
","""Cyprus is again in the eye of the cyclone.""

"
4891,είμαι στο μάτι του κυκλώνα,"Είμαι μέσα στο μάτι του κυκλώνα, όπως όλοι.","""I am in the eye of the cyclone, like everyone else.""
","""I am in the eye of the cyclone, like everyone else.""

"
4892,είμαι στο μάτι του κυκλώνα,Η Κουβανέζικη Επανάσταση και το καθεστώς που γέννησε ήταν πάντα στο μάτι του ιμπεριαλιστικού κυκλώνα.,"""The Cuban Revolution and the regime it gave birth to were always in the eye of the imperialist storm.""
","""The Cuban Revolution and the regime it gave birth to were always in the eye of the imperialist storm.""

"
4893,είμαι στο μάτι του κυκλώνα,"Είμαι συνεχώς στο μάτι του κυκλώνα, χωρίς να το επιδιώκω, όπως βλέπουμε πολλούς από τη showbiz.","""I am constantly in the eye of the storm, without pursuing it, as we see many people in showbiz.""
","""I am constantly in the eye of the storm, without pursuing it, as we see many in showbiz.""

"
4894,είμαι στο μάτι του κυκλώνα,"Στο μάτι του κυκλώνα είναι η μητριαρχική φιγούρα που ερμηνεύει -υποδειγματικά, ως συνήθως- η Σάρλοτ Ράμπλινγκ.","""In the eye of the storm is the matriarchal figure interpreted -exemplarily, as usual- by Charlotte Rampling.""
","""In the eye of the cyclone is the matriarchal figure interpreted -exemplarily, as usual- by Charlotte Rampling.""

"
4895,είμαι στον κόσμο μου,"""Θα έλεγα πως κάποιες φορές είμαι στον κόσμο μου!""","I would say that sometimes I'm in a world of my own!
","""I would say that sometimes I am in my own world!""

"
4896,είμαι στον κόσμο μου,Αντε τώρα να τους... μαζέψει με όσα κάνουν και τα έχουν βάλει με τους πάντες και τα πάντα όντας κυριολεκτικά... στον κόσμο τους!,"""Go on now, try to gather them... with all the things they are doing and they have picked fights with everyone and everything while literally... in their own world!""
","""Now let's see them... gather up with all they've been doing as they've messed with everyone and everything, literally... in their own world!""

"
4897,είμαι στον κόσμο μου,"Αν ο Παντελίδης με 2 και κάτι ήταν ντίρλα, αυτές με το ίδιο ποσοστό λόγω κιλών, ήταν στον κόσμο τους. Σηκωτές τις έβαλαν στο αμάξι.","""If Pantelidis with 2 and something was tipsy, these girls, with the same percentage due to their weight, were in their own world. They had to be helped into the car.""
","""If Pantelidis with a 2 and something was considered cool, these ones, due to their weight, on the same percentage, were in their own world. They managed to put them in the car standing up.""

"
4898,είμαι στον κόσμο μου,"Εμείς, ό,τι και να μας πει κανείς δεν έχουμε αντιρρήσεις – επειδή «εμείς» είμαστε η κατηγορία των βολικών ούφο που δεν θα κάτσουν να σκάσουν για το αν οι άλλοι βρίσκουν τη σωστή λύση ή όχι, σκασίλα μας, στην κοσμάρα μας είμαστε έτσι κι αλλιώς.","""We, no matter what anyone tells us, have no objections - because 'we' are the convenient fools who won't bother worrying if others find the right solution or not. We couldn't care less, we are living in a world of our own anyway.""
","""We, no matter what anyone tells us, have no objections - because 'we' are the category of convenient fools who won't trouble themselves about whether others find the right solution or not, we don't care, in our great world we are as we are anyway.""

"
4899,είμαι στον κόσμο μου,Έχω λίγη έλλειψη συγκέντρωσης. Είμαι λίγο στον κόσμο μου»,"""I have a bit of a concentration deficiency. I am a bit in my own world.""
","""I have a bit of a concentration deficit. I am a little in my own world.""

"
4900,είμαι στον κόσμο μου,"Την μία μπορεί να είναι χαμένος στον κόσμο του, την άλλη μπορεί να νομίζει ότι ερωτεύτηκε, την άλλη να βυθίζεται ξανά στην μελαγχολία του.","""One moment, he might be lost in his own world, the next, he might think he has fallen in love, another, he might be sinking back into his melancholy.""
","""One can be lost in his world, the other may think he's fallen in love, the other may be sinking back into his melancholy.""

"
4901,είμαι στον κόσμο μου,"Διότι καλή η τρέλα και η τσαχπινιά, αλλά αν από ένα σημείο και μετά πετάς στα σύννεφα, είσαι στην κοσμάρα σου και δεν μπορείς να αντιληφθείς τη σοβαρότητα κάποιων καταστάσεων, τότε μάλλον τα πράγματα είναι λίγο σκούρα για σένα.","""Being crazy and cheeky is good, but if from a certain point onwards you are off with the clouds, lost in your own world and unable to understand the seriousness of some situations, then things might be a bit grim for you.""
","""Because being fun and cheeky is good, but if at some point you are so high in the clouds, lost in your own world and you can't perceive the seriousness of some situations, then things are probably a bit grim for you.""

"
4902,βρίσκομαι σε δεύτερη μοίρα,«Δεν νοείται το Κυπριακό να βρίσκεται σε δεύτερη μοίρα»,"""The Cypriot cannot be considered secondary.""
","""It is inconceivable for the Cypriot to be in second place""

"
4903,βρίσκομαι σε δεύτερη μοίρα,Τα χρόνια πέρασαν με τις γυναίκες να βρίσκονται σε δεύτερη και τρίτη μοίρα ικανές μόνο για την αναπαραγωγή και το μαγείρεμα.,"The years passed with women playing a secondary and tertiary role, capable only of reproduction and cooking.
","""The years passed with women being in second and third place, capable only for reproduction and cooking.""

"
4904,βρίσκομαι σε δεύτερη μοίρα,"Και τρίτον, είναι προσκολλημένος στην οικογένειά του - κάτι που σας κάνει να αισθάνεστε ότι βρίσκεστε σε δεύτερη μοίρα.","""And thirdly, he is attached to his family - something that makes you feel like you are playing second fiddle.""
","""And thirdly, he is attached to his family - something that makes you feel like you are second-rate.""

"
4905,βρίσκομαι σε δεύτερη μοίρα,"Οικονομικά, πολιτιστικά, εκπαιδευτικά, αναπτυξιακά, ακόμα και εθνικά,  βρισκόμαστε σε δεύτερη μοίρα.","""Economically, culturally, educationally, developmentally, even nationally, we find ourselves in a secondary role.""
","""Economically, culturally, educationally, developmentally, even nationally, we find ourselves in second place.""

"
4906,βρίσκομαι σε δεύτερη μοίρα,Στη Θεσσαλονίκη η πεζογραφία βρισκόταν ακόμη σε δεύτερη μοίρα σε σχέση με την ποίηση.,"""In Thessaloniki, prose was still playing second fiddle to poetry.""
","""In Thessaloniki, prose was still considered secondary to poetry.""

"
4907,βρίσκομαι σε δεύτερη μοίρα,"Σε δεύτερη μοίρα βρίσκεται το Πανεπιστήμιο Αιγαίου και η Χίος, αφού παρά τις κατά καιρούς δηλώσεις ότι θα γίνει Τμήμα Τουρισμού στα πλαίσια της Σχολής Διοίκησης επιχειρήσεων, εντούτοις έρχεται και το υπουργείο Τουρισμού να πριμοδοτεί το Πανεπιστήμιο Πειραιά.","The University of the Aegean and Chios are on a secondary level, despite the periodic statements that a Tourism Department will be established within the framework of the Business Administration School, the Ministry of Tourism meanwhile boosts the University of Piraeus.
","""The University of the Aegean and Chios are in second place, despite the occasional statements that a Department of Tourism will be established within the School of Business Administration, the Ministry of Tourism is nevertheless going to sponsor the University of Piraeus.""

"
4908,κάτι είναι στο αίμα μου,Η αεροπορία είναι στο αίμα μου,"The English translation of the Greek text ""Η αεροπορία είναι στο αίμα μου"" is ""Aviation is in my blood"".
","The translation of ""Η αεροπορία είναι στο αίμα μου"" in English is ""Aviation is in my blood"".

"
4909,κάτι είναι στο αίμα μου,Η υποκριτική όμως ήταν πάντα στο αίμα του.,"""But hypocrisy was always in his blood.""
","However, hypocrisy was always in his blood.

"
4910,κάτι είναι στο αίμα μου,"Μέσα στο αίμα του είναι η θάλασσα, τα παραδοσιακά ξύλινα σκάφη, τα πανιά. Λίγο μετά την ενηλικίωσή του επέστρεψε στην Ελλάδα.","""The sea, traditional wooden boats, the sails, are in his blood. Shortly after coming of age, he returned to Greece.""
","""The sea, the traditional wooden boats, the sails, are in his blood. Shortly after he came of age, he returned to Greece.""

"
4911,κάτι είναι στο αίμα μου,"ο Γιώργος Πίκουλας το τελευταίο (και καταϊδρωμένο) πουλάκι, μπορεί να προέρχεται από το πολιτικό ρεπορτάζ, αλλά τα αθλητικά είναι στο (ερυθρόλευκο) αίμα του.","""Giorgos Pikoulas, the last (and perspiring) bird, may come from political journalism, but sports are in his (red and white) blood.""
","""Giorgos Pikoulas may be the last (and sweaty) bird, he might come from political reporting, but sports are in his (red and white) blood.""

"
4912,κατεβάζω τα ρολά,Αμα θες κακα τα ψεματα κατεβαζεις ρολα σε ολα τον αγωνα.....,"""When you want to lie badly, you put up a great defense in everything you do in the struggle.....""
","""If you want bad lies, you lower all the shutters in the struggle....""

"
4913,κατεβάζω τα ρολά,"Κατέβασαν ρολά!

Με μεγάλους πρωταγωνιστές τους τερματοφύλακες, Ζίφκο Ζίφκοβιτς και Ζέλικο Μπρκιτς, που δεν επέτρεψαν στους αντιπάλους τους να σκοράρουν, Ξάνθη και ΠΑΟΚ έμειναν στο 0-0 σε φιλικό ματς.","""They pulled down the shutters! 
With goalkeepers Zivko Zivkovic and Zeljko Brkic as the major protagonists, who didn't allow their opponents to score, Xanthi and PAOK remained at 0-0 in a friendly match.""
","""They pulled down the shutters! The goalkeepers, Zivko Zivkovic and Zeljko Brkic, were the key figures, not allowing their opponents to score. Xanthi and PAOK remained at 0-0 in a friendly match.""

"
4914,κατεβάζω τα ρολά,"Πάντως, όπως έχει παραδεχθεί και ο ίδιος, οι αποκρούσεις του απέναντι στην Τότεναμ είναι μέχρι τώρα η μεγαλύτερη του εμφάνιση συλλογικά.



Και πώς να μην το πει; Ρολά κατέβασε εκείνη την ημέρα!","""Surely, as he himself has admitted, his rejections towards Tottenham so far have been his greatest collective appearance.

And how can he not say so? He pulled down the shutters that day!""
","""Indeed, as he himself has admitted, his rejections against Tottenham so far are his greatest collective performance.

And how could he not say that? He was on a roll that day!""

"
4915,κατεβάζω τα ρολά,Βρέθηκε τερματοφύλακας που κατέβασε κυριολεκτικά τα ρολά,"""A goalkeeper was found who literally pulled down the shutters"" would be a literal translation.

A more idiomatic translation might be: ""A goalkeeper was found who (truly/absolutely) excelled at defense.""
","""A goalkeeper was found who literally closed the shutters""

"
4916,εγώ είμαι και άλλος δεν είναι,"Δεν επαναλαμβάνει τον ακραίο εγωκεντρισμό “κοιτάτε με, εγώ είμαι και άλλος δεν είναι”. Ως προς αυτό, μαζεύτηκε και είναι πολύ θετικό.","""He does not repeat the extreme egocentrism 'look at me, I am both unique and the best'. As for this, it has been gathered and it is very positive.""
","""He does not repeat extreme egocentrism like ""look at me, I am and no one else is"". Regarding this, it is greatly appreciated and is very positive.""

"
4917,εγώ είμαι και άλλος δεν είναι,"Μαζι σου εχεις απολυτο δικιο, οταν ομως πουλας κατι σαν preimium, δηλαδη λες στεγνα εμεις ειμαστε και αλλοι δεν ειναι, και αυτο το υποστηριζουν και οι πελατες της, οτι και καλα η Apple ειναι κορυφη εχει καλη κατασκευη εχει το ενα, εχει το αλλο, και εσυ σαν πελατης σκας 1-2 χιλιαρικα για να αποκτησεις αυτο το premium και αυτη την αξιοπιστια, δεν εμπιπτει σε αυτο που ειπες οτι συμβαινει σε ολες τις εταιριες, μα και στο κατω κατω της γραφης για αυτο τα σκας, για να μην σου συμβαινουν πραγματα και αστοχιες που συμβαινουν σε αλλες εταιρειες.....","""You are absolutely right with you, but when you sell something as premium, implying bluntly that we are the best and unique and others are not, and this is also supported by its customers, claiming that Apple is top notch, has good construction, has one thing, has another, and you as a customer shell out 1-2 grand to acquire this premium and reliability, it doesn't fall under what you said that happens in all companies. After all, this is why you spend so much, to avoid experiencing problems and failures that happen in other companies...""
","""You are absolutely right together. However, when you sell something as premium, i.e., you outright claim that 'we are it and others aren't,' and this is validated by its customers, who believe that Apple is at the top, that the construction is good, that it has this, it has that, and you, as a customer, shell out 1-2 grand to acquire this premium product and reliability, it doesn't fall into what you said, that this happens in all companies. After all, you are paying this much to avoid the mishaps and blunders that happen in other companies....""

"
4918,εγώ είμαι και άλλος δεν είναι,Αρχικά σε κάνει να νιώθεις ότι εσύ είσαι και άλλος δεν είναι.,"""Initially, it makes you feel like you are both unique and the best.""
","""Initially, it makes you feel like you are the only one that exists.""

"
4919,εγώ είμαι και άλλος δεν είναι,"Παρακάτω σας παρουσιάζουμε τους δέκα πιο διάσημους συγγραφείς όλων των εποχών, χωρίς αυτό να σημαίνει ότι αυτοί είναι και άλλοι δεν είναι.","""Below we present to you the ten most famous authors of all time, without this meaning that they are the only ones who are also uniquely and the best.""
","""Below we present to you the ten most famous authors of all time, without that meaning that they are the only ones and others are not.""

"
4920,εγώ είμαι και άλλος δεν είναι,Υπερηφανεύθηκε για όλα αυτά; Είπε «Εγώ είμαι αγία και Παναγία»; Είπε «Εγώ είμαι και άλλη δεν είναι»; Όχι!,"""Did she boast about all these? Did she say 'I am holy and sacred'? Did she say 'I am, and there is no other'? No!"" Depending on the context, the second phrase you mentioned could be understood as ‘I am both unique and the best.’
","Did she brag about all these? Did she say ""I am holy and sacred""? Did she say ""I am, and there is no other""? No!

"
4921,κατεβάζω την προβοσκίδα μου,"Τώρα, Δόξα τω Θεώ, παίρνω και δίνω σωρούς τηλέφωνα... κι' όταν έρχεται η λυπητερή του Ο.Τ.Ε... κατεβάζω την προβοσκίδα μου.","""Now, Glory to God, I make and receive loads of phone calls... and when the sadness from O.T.E. comes... I pull a long face.""
","""Now, Glory to God, I receive and make lots of phone calls... and when the sad moment arrives from O.T.E... I lower my antenna.""

"
